county_fips,county_name,total_export_exposure,total_tariff_weighted,effective_exposure_rate
18095,"Madison County, Indiana",201466658847.81473,46511216244.58927,0.23086309422405835
18097,"Marion County, Indiana",116901570051.10374,26991109950.831123,0.23088748884238175
18099,"Marshall County, Indiana",580467360419.17,134027885236.85016,0.23089650577435614
18101,"Martin County, Indiana",268772286909.738,62058581896.44122,0.23089650577435614
18103,"Miami County, Indiana",355457499196.276,82067554130.36386,0.23087866852134667
18105,"Monroe County, Indiana",254390586612.56625,58700820634.17036,0.23075075778480353
18107,"Montgomery County, Indiana",511296421061.1829,118058559272.51698,0.23090042176999676
18109,"Morgan County, Indiana",258084139735.28787,59579121072.23879,0.2308515398635034
18111,"Newton County, Indiana",245652390986.148,56720278713.81751,0.23089650577435614
18113,"Noble County, Indiana",750701932342.4236,173335369797.88504,0.23089772695405852
18115,"Ohio County, Indiana",57443459311.2097,13263494034.549723,0.23089650577435614
18117,"Orange County, Indiana",268564631411.511,62010634967.49577,0.23089650577435614
18119,"Owen County, Indiana",712447136644.32,164501554400.1187,0.23089650577435614
18121,"Parke County, Indiana",189923462514.736,43852663859.21945,0.23089650577435614
18123,"Perry County, Indiana",514106046516.3002,118708845379.15057,0.23090342193706684
18125,"Pike County, Indiana",127359775538.34625,29341108149.689964,0.23037970996467222
18127,"Porter County, Indiana",268181130451.46146,61919017067.225716,0.2308850625060384
18129,"Posey County, Indiana",485778922036.0159,112152379986.24355,0.23087123565630643
18131,"Pulaski County, Indiana",607901294920.3903,140393481147.45685,0.23094782380064274
18133,"Putnam County, Indiana",326310437744.07166,75320287843.31425,0.23082402255973394
18135,"Randolph County, Indiana",467520738241.367,107948904836.97903,0.23089650577435614
18137,"Ripley County, Indiana",208694978151.55142,48173487360.20273,0.23083203911701125
18139,"Rush County, Indiana",223074626044.49826,51538457894.50528,0.23103684541972308
18141,"St. Joseph County, Indiana",169641890828.76398,39169769041.779755,0.23089679589410853
18143,"Scott County, Indiana",563028132302.502,130001228401.30959,0.23089650577435614
18145,"Shelby County, Indiana",404856466068.9733,93469168410.09677,0.23086989153872847
18147,"Spencer County, Indiana",413581208350.131,95494455861.9812,0.23089650577435614
18149,"Starke County, Indiana",368223635493.099,85021550778.88675,0.23089650577435616
18151,"Steuben County, Indiana",462672799794.3822,106826915891.00986,0.2308908497289772
18153,"Sullivan County, Indiana",154723368059.12,35725085046.49043,0.23089650577435616
18155,"Switzerland County, Indiana",116123140455.896,26812427370.811157,0.23089650577435614
18157,"Tippecanoe County, Indiana",355126900622.1415,81997608264.03061,0.2308966403851137
18159,"Tipton County, Indiana",653206597991.255,150823121024.93533,0.23089650577435614
18161,"Union County, Indiana",390755444843.186,90224066826.5958,0.23089650577435614
18163,"Vanderburgh County, Indiana",174990433690.71194,40401874631.92034,0.23088047603407233
18165,"Vermillion County, Indiana",312454848793.60754,72149001653.6666,0.23091016808423642
18167,"Vigo County, Indiana",214696733447.3168,49568552931.96351,0.23087707081545725
18169,"Wabash County, Indiana",392202639397.56287,90550460942.41205,0.23087672505595772
18171,"Warren County, Indiana",635292193344.072,146686747588.8729,0.23089650577435614
18173,"Warrick County, Indiana",213294316062.80237,49201606181.11108,0.23067471787023222
18175,"Washington County, Indiana",432045359366.161,99757763813.67256,0.2308965057743561
18177,"Wayne County, Indiana",347443405733.51117,80220123797.12833,0.23088687962797919
18179,"Wells County, Indiana",423432507270.3693,97759257331.46632,0.23087329303473922
18181,"White County, Indiana",603681503029.8298,139392698154.34387,0.23090437168398056
18183,"Whitley County, Indiana",721971459216.556,166700687201.91586,0.23089650577435614
19001,"Adair County, Iowa",255852937633.243,59075549291.62008,0.23089650577435614
19003,"Adams County, Iowa",265747092704.582,61360075125.18188,0.23089650577435614
19005,"Allamakee County, Iowa",388328188427.98865,89670589445.36462,0.23091444844208905
19007,"Appanoose County, Iowa",401803807277.1781,92732904617.61748,0.2307915030622075
19009,"Audubon County, Iowa",240890612880.27,55620800787.897446,0.23089650577435614
19011,"Benton County, Iowa",237973468030.88025,54963940340.212814,0.23096667370112245
19013,"Black Hawk County, Iowa",282307303618.49915,65181443822.24161,0.2308882660376569
19015,"Boone County, Iowa",91668588245.49782,21179942309.65872,0.23104907269801817
19017,"Bremer County, Iowa",232055305758.7731,53572509968.436584,0.23086095701740367
19019,"Buchanan County, Iowa",400036308758.1946,92364838835.36914,0.23089113866211547
19021,"Buena Vista County, Iowa",613851652701.6682,141741602392.26382,0.23090530386036154
19023,"Butler County, Iowa",501545487916.3628,115808776540.12386,0.23090383490686692
19025,"Calhoun County, Iowa",119880384252.4,27679961834.766308,0.23089650577435614
19027,"Carroll County, Iowa",267898564709.4261,61861780980.88022,0.23091493994369874
19029,"Cass County, Iowa",203844124110.85416,47049809689.5585,0.23081268540255767
19031,"Cedar County, Iowa",282551482420.508,65277486264.60218,0.23102864548929455
19033,"Cerro Gordo County, Iowa",241999028042.2812,55878030810.70582,0.23090188114698962
19035,"Cherokee County, Iowa",123746601253.61378,28590963924.71612,0.231044437867995
19037,"Chickasaw County, Iowa",606988278954.847,140151472656.66434,0.23089650577435614
19039,"Clarke County, Iowa",571191817183.239,131886194714.51472,0.23089650577435614
19041,"Clay County, Iowa",153967118524.12463,35564110108.4367,0.23098509895711444
19043,"Clayton County, Iowa",264710391335.87238,61133140965.74385,0.23094348754966826
19045,"Clinton County, Iowa",389034080630.24506,89829715258.45284,0.23090448814388298
19047,"Crawford County, Iowa",454177513800.059,104868000937.71805,0.23089650577435616
19049,"Dallas County, Iowa",65196956133.03166,15056928012.9224,0.23094526042288488
19051,"Davis County, Iowa",160436289006.532,37044178531.012985,0.2308965057743561
19053,"Decatur County, Iowa",53617366218.215,12380062508.609846,0.23089650577435614
19055,"Delaware County, Iowa",516792648068.7777,119328045875.45758,0.2309012063568999
19057,"Des Moines County, Iowa",363968345034.4503,84028669708.25998,0.2308680709590459
19059,"Dickinson County, Iowa",326447547219.1092,75382386680.96136,0.2309173014872287
19061,"Dubuque County, Iowa",268487800506.10965,61995313430.339615,0.23090551344782187
19063,"Emmet County, Iowa",372971912907.617,86117911442.34624,0.2308965057743561
19065,"Fayette County, Iowa",182420841646.35153,42122736307.40202,0.2309096697901596
19067,"Floyd County, Iowa",436800393932.25,100855684679.8188,0.23089650577435614
19069,"Franklin County, Iowa",442560628831.56116,102197890970.78783,0.23092404591119742
19071,"Fremont County, Iowa",280514248927.43,64769759897.26151,0.23089650577435614
19073,"Greene County, Iowa",326888390142.8219,75480621649.42372,0.23090640085579434
19075,"Grundy County, Iowa",159513312074.38992,36915594436.96255,0.23142641800169478
19077,"Guthrie County, Iowa",127204974055.955,29371184026.637638,0.23089650577435614
19079,"Hamilton County, Iowa",266640255955.115,61566303398.81601,0.23089650577435614
19081,"Hancock County, Iowa",504397448969.295,116463608488.50932,0.23089650577435614
19083,"Hardin County, Iowa",263771969705.63257,60804519317.4102,0.23051926019761526
19085,"Harrison County, Iowa",131023381205.646,30252840895.125107,0.23089650577435614
19087,"Henry County, Iowa",347427931542.5194,80220011292.11043,0.2308968393414645
19089,"Howard County, Iowa",591490626505.079,136573118858.3075,0.23089650577435614
19091,"Humboldt County, Iowa",369271306861.6732,85328018295.63936,0.23107134702887358
19093,"Ida County, Iowa",613194005012.573,141584353119.18613,0.23089650577435614
19095,"Iowa County, Iowa",780715066497.9359,180266977838.98923,0.2308998321854031
19097,"Jackson County, Iowa",258786665275.8479,59765102970.45676,0.23094351830976867
19099,"Jasper County, Iowa",172090155430.85178,39756465332.50405,0.23102114837986043
19101,"Jefferson County, Iowa",170091675947.6449,39274955416.64934,0.2309046295054343
19103,"Johnson County, Iowa",111540780095.07954,25749679312.07469,0.23085439504838645
19105,"Jones County, Iowa",308930712035.24005,71336197624.97098,0.230913259335749
19107,"Keokuk County, Iowa",144660951278.98898,33377744477.82028,0.23073085157202453
19109,"Kossuth County, Iowa",382864368956.3673,88447366596.52838,0.23101488090318528
19111,"Lee County, Iowa",433955707630.42584,100196079863.84789,0.2308901072207556
19113,"Linn County, Iowa",224422247370.98535,51817278535.06058,0.2308918974926896
19115,"Louisa County, Iowa",726996680251.737,167860993179.68295,0.23089650577435614
19117,"Lucas County, Iowa",45836187217.0911,10583415466.445545,0.23089650577435614
19119,"Lyon County, Iowa",221887500678.66998,51231703874.569824,0.23089044546390133
19121,"Madison County, Iowa",64922469246.57787,14928337259.825037,0.22994099628476353
19123,"Mahaska County, Iowa",521522523886.9769,120423405187.13054,0.23090739070979877
19125,"Marion County, Iowa",723736679628.3354,167099911060.7555,0.23088495548763294
19127,"Marshall County, Iowa",529878394482.765,122352328275.22083,0.2309064297566873
19129,"Mills County, Iowa",141998433665.5691,32790073326.79729,0.23091855649635962
19131,"Mitchell County, Iowa",527752045831.74927,121781909284.61212,0.23075592078981152
19133,"Monona County, Iowa",64433203572.4837,14877401560.734247,0.23089650577435614
19135,"Monroe County, Iowa",554051430130.7,127928539236.46344,0.23089650577435614
19137,"Montgomery County, Iowa",309438845289.596,71448348128.2193,0.23089650577435614
19139,"Muscatine County, Iowa",516937876196.04565,119359317303.51036,0.23089683074072917
19141,"O'Brien County, Iowa",215115948046.31543,49675350671.222275,0.2309236071168789
19143,"Osceola County, Iowa",267228557301.5365,62113279875.94561,0.23243503801825327
19145,"Page County, Iowa",501644848298.7615,115833301483.83131,0.23090698903150142
19147,"Palo Alto County, Iowa",298295508010.139,68875390487.72755,0.23089650577435614
19149,"Plymouth County, Iowa",478037088723.5283,110385366561.47578,0.23091381226555188
19151,"Pocahontas County, Iowa",401380830387.129,92677431221.1976,0.23089650577435614
19153,"Polk County, Iowa",100241366362.76637,23144835018.97195,0.23089105684386263
19155,"Pottawattamie County, Iowa",251322913083.79614,58030099317.827065,0.2308985623546336
19157,"Poweshiek County, Iowa",341162330247.3836,78785647775.9127,0.23093302158765203
19159,"Ringgold County, Iowa",96512391016.35887,22331681142.415768,0.2313866738482372
19161,"Sac County, Iowa",313629587298.39087,72458580155.29156,0.2310323486360157
19163,"Scott County, Iowa",192891127784.7256,44536751788.8238,0.23089061845565362
19165,"Shelby County, Iowa",252751695601.149,58373691118.35942,0.23095271815891255
19167,"Sioux County, Iowa",446644629884.62036,103152241548.0979,0.23094924834256877
19169,"Story County, Iowa",247820907740.19217,57219611563.77266,0.23089097722037216
19171,"Tama County, Iowa",436969749181.3773,100979971501.06204,0.23109144669679935
19173,"Taylor County, Iowa",708212238129.0267,163529929882.71768,0.23090525845011553
19175,"Union County, Iowa",375262186599.246,86646727635.01031,0.23089650577435616
19177,"Van Buren County, Iowa",591088761276.5337,136420967248.62338,0.2307960769783618
19179,"Wapello County, Iowa",377489310166.176,87160962684.54218,0.23089650577435614
19181,"Warren County, Iowa",124399370641.95734,28725533561.00501,0.23091381743145636
19183,"Washington County, Iowa",189834004217.16315,43838287192.28025,0.23092958173147343
19185,"Wayne County, Iowa",425935657611.605,98347055027.22212,0.23089650577435614
19187,"Webster County, Iowa",173007957487.485,39946932855.01864,0.23089650577435614
19189,"Winnebago County, Iowa",657762918505.395,151875159510.8383,0.23089650577435614
19191,"Winneshiek County, Iowa",302744732864.0945,69827574655.056,0.23064835511573503
19193,"Woodbury County, Iowa",256420301226.2319,59207645889.62983,0.23090077348202126
19195,"Worth County, Iowa",484157389625.947,111790249509.46468,0.23089650577435614
19197,"Wright County, Iowa",574443181825.036,132636923449.30394,0.23089650577435614
20001,"Allen County, Kansas",496529294757.0912,114530139082.20343,0.2306613935804797
20003,"Anderson County, Kansas",117793254140.4346,27114886839.13695,0.23019048957430313
20005,"Atchison County, Kansas",249169069764.185,57532267555.59709,0.23089650577435614
20007,"Barber County, Kansas",214661450856.0556,49183126464.152504,0.22911951013101545
20009,"Barton County, Kansas",177805424773.42368,40903168745.093124,0.23004454896252896
20011,"Bourbon County, Kansas",414965952472.6073,95798517688.00386,0.23085874182491564
20013,"Brown County, Kansas",346086239113.482,79910103307.8913,0.23089650577435614
20015,"Butler County, Kansas",202593897235.84592,46748254844.91307,0.23074858365793693
20017,"Chase County, Kansas",464639436941.948,107283622434.86008,0.23089650577435614
20019,"Chautauqua County, Kansas",133793869539.40549,30518492877.001125,0.22810083139132695
20021,"Cherokee County, Kansas",442930072249.7756,102185106691.06332,0.2307025715640266
20023,"Cheyenne County, Kansas",49902410749.93238,11554605361.313942,0.23154403139390614
20025,"Clark County, Kansas",3358945624.57336,716346566.8732982,0.21326530612244898
20027,"Clay County, Kansas",164075726236.016,37884511870.28594,0.23089650577435614
20029,"Cloud County, Kansas",130276811370.632,30080460528.90384,0.23089650577435614
20031,"Coffey County, Kansas",116737485098.63615,26905080337.715767,0.23047507246693374
20033,"Comanche County, Kansas",169846529400.96597,39144194975.639824,0.2304680296600585
20035,"Cowley County, Kansas",611015512881.8796,141065514002.43347,0.23087059334564553
20037,"Crawford County, Kansas",313724657960.12726,72431007911.13736,0.23087445016943156
20039,"Decatur County, Kansas",802688020.182149,207115351.05788377,0.25802721088435376
20041,"Dickinson County, Kansas",443545925115.859,102413204259.70607,0.23089650577435614
20043,"Doniphan County, Kansas",330899617034.2543,76400217912.49352,0.23088638964663616
20045,"Douglas County, Kansas",172183647088.55457,39744169430.37142,0.2308242977913627
20047,"Edwards County, Kansas",398146000097.089,91930520210.4543,0.2308965057743561
20049,"Elk County, Kansas",0,0,0
20051,"Ellis County, Kansas",130026695177.96846,29869254286.67455,0.22971632283503238
20053,"Ellsworth County, Kansas",410182547657.78296,94421594041.7641,0.23019407963826982
20055,"Finney County, Kansas",368570039747.693,85070053813.84952,0.2308110932513255
20057,"Ford County, Kansas",629536435530.5764,145353974571.84927,0.2308904876162477
20059,"Franklin County, Kansas",143709069416.36145,33159931512.867313,0.2307434850670045
20061,"Geary County, Kansas",165314456221.988,38170530295.6448,0.23089650577435614
20063,"Gove County, Kansas",181266788129.387,41793417640.10228,0.2305630174804577
20065,"Graham County, Kansas",10122536814.1905,2158785912.4140964,0.21326530612244896
20067,"Grant County, Kansas",116297747395.51941,26668485866.37281,0.22931214459103327
20069,"Gray County, Kansas",97026202266.34103,22430046897.94154,0.23117515036165295
20071,"Greeley County, Kansas",0,0,0
20073,"Greenwood County, Kansas",85395632844.9546,19421932925.65108,0.2274347326509517
20075,"Hamilton County, Kansas",1259073494.51429,324875222.08793896,0.25802721088435376
20077,"Harper County, Kansas",442259873682.5691,102049584857.5589,0.2307457468565297
20079,"Harvey County, Kansas",461999176939.28827,106663404001.87683,0.23087358014036802
20081,"Haskell County, Kansas",183308490893.198,42325290026.0098,0.23089650577435616
20083,"Hodgeman County, Kansas",0,0,0
20085,"Jackson County, Kansas",148230155469.153,34225824948.216995,0.23089650577435614
20087,"Jefferson County, Kansas",139797039893.871,32278648029.093082,0.23089650577435614
20089,"Jewell County, Kansas",0,0,0
20091,"Johnson County, Kansas",102042486773.29143,23558929455.728928,0.23087372917586751
20093,"Kearny County, Kansas",8413532044.4422,2102168873.2599497,0.249855692253362
20095,"Kingman County, Kansas",285612744205.93695,65856043843.904594,0.23057809982183444
20097,"Kiowa County, Kansas",0,0,0
20099,"Labette County, Kansas",407270450890.838,94037324015.841,0.23089650577435614
20101,"Lane County, Kansas",585615578.843854,151104754.459506,0.25802721088435376
20103,"Leavenworth County, Kansas",119745103052.79613,27652464435.126133,0.23092772673078785
20105,"Lincoln County, Kansas",0,0,0
20107,"Linn County, Kansas",164971659516.71002,37968824115.80061,0.23015361685171593
20109,"Logan County, Kansas",384449921.989095,99198541.09555356,0.25802721088435376
20111,"Lyon County, Kansas",496885169567.79987,114725920229.61613,0.23089020815293584
20113,"McPherson County, Kansas",531067631249.3288,122602350368.50711,0.23086014502538382
20115,"Marion County, Kansas",255287003043.3733,58930876517.265724,0.23084166375384713
20117,"Marshall County, Kansas",494370531017.761,114148428169.81396,0.23089650577435614
20119,"Meade County, Kansas",43018793593.940475,9885039052.622795,0.22978419957400148
20121,"Miami County, Kansas",105661984217.22932,24378988372.162457,0.2307262025483258
20123,"Mitchell County, Kansas",204355307914.283,47184926533.85057,0.23089650577435614
20125,"Montgomery County, Kansas",481197582530.98926,111100304406.24544,0.23088292302277005
20127,"Morris County, Kansas",288319743524.396,66572021325.54158,0.23089650577435614
20129,"Morton County, Kansas",11380595882.8757,2427086264.8173685,0.21326530612244896
20131,"Nemaha County, Kansas",395249091306.2399,91290455124.45587,0.23096942442740193
20133,"Neosho County, Kansas",345472155778.3396,79731284379.5655,0.2307893213562553
20135,"Ness County, Kansas",93907947054.56009,20935290181.5931,0.22293416945245106
20137,"Norton County, Kansas",241660615694.07642,55759213087.63692,0.23073355551747726
20139,"Osage County, Kansas",152955331821.307,35316851657.09697,0.2308965057743561
20141,"Osborne County, Kansas",150554478647.95685,34664370150.92527,0.2302446958883325
20143,"Ottawa County, Kansas",110331077168.37875,25482447947.122784,0.2309634656084563
20145,"Pawnee County, Kansas",56207719648.6078,12978166064.408163,0.23089650577435614
20147,"Phillips County, Kansas",219368317720.6869,50617807402.41407,0.23074347256864935
20149,"Pottawatomie County, Kansas",269504319499.23328,62233712507.27273,0.23091916531397108
20151,"Pratt County, Kansas",56810164631.32507,12815065690.187826,0.22557698562136555
20153,"Rawlins County, Kansas",99340562032.0984,22937388654.872192,0.23089650577435614
20155,"Reno County, Kansas",240008677128.92062,55414931357.88156,0.23088719966618307
20157,"Republic County, Kansas",178692534899.503,41259481916.25743,0.23089650577435616
20159,"Rice County, Kansas",258373515864.8792,59442672081.755615,0.2300648806158684
20161,"Riley County, Kansas",39537581245.57602,9097037158.118483,0.23008582901455
20163,"Rooks County, Kansas",162483540218.6655,37378525257.53032,0.23004499537139217
20165,"Rush County, Kansas",383711246723.831,88597586094.85443,0.23089650577435614
20167,"Russell County, Kansas",270251460910.8281,62085452910.85992,0.2297321638951124
20169,"Saline County, Kansas",308978577939.79156,71341380821.2341,0.23089426230428145
20171,"Scott County, Kansas",59370594720.36,13708462866.676561,0.23089650577435614
20173,"Sedgwick County, Kansas",265248227531.56082,61234181957.421265,0.23085614002881605
20175,"Seward County, Kansas",518093017034.90515,119538414483.13475,0.2307277082545221
20177,"Shawnee County, Kansas",156718685188.60904,36186878916.250305,0.23090341060926994
20179,"Sheridan County, Kansas",284569308.029451,60688760.58995435,0.21326530612244898
20181,"Sherman County, Kansas",15115708348.66859,3495227593.3594394,0.23123147871977187
20183,"Smith County, Kansas",105291100476.611,24311347189.186123,0.23089650577435614
20185,"Stafford County, Kansas",11930582566.49622,2663927735.6713967,0.2232856376311673
20187,"Stanton County, Kansas",0,0,0
20189,"Stevens County, Kansas",226563140686.407,52312637521.75524,0.23089650577435614
20191,"Sumner County, Kansas",169099188212.74255,39036627392.5777,0.230850471874921
20193,"Thomas County, Kansas",64189935164.5812,14822898054.978975,0.23092246497793587
20195,"Trego County, Kansas",77983198632.40172,17963638774.10817,0.23035267966867348
20197,"Wabaunsee County, Kansas",430550999613.69653,99113729852.58884,0.23020206651829098
20199,"Wallace County, Kansas",0,0,0
20201,"Washington County, Kansas",183910369942.806,42464261795.46308,0.23089650577435616
20203,"Wichita County, Kansas",359009913922.755,82894134663.1165,0.23089650577435614
20205,"Wilson County, Kansas",437710926506.83923,101022123055.33708,0.23079643878562994
20207,"Woodson County, Kansas",24886627094.4,5307454145.642449,0.21326530612244898
20209,"Wyandotte County, Kansas",198189059266.6658,45760779224.74339,0.2308945781067143
21001,"Adair County, Kentucky",72643558468.714,16773143817.4412,0.23089650577435614
21003,"Allen County, Kentucky",398542593837.814,92022092319.3997,0.23089650577435614
21005,"Anderson County, Kentucky",494517947640.843,114182466152.97665,0.23089650577435614
21007,"Ballard County, Kentucky",529871017069.00604,122401559554.25443,0.23100255649256213
21009,"Barren County, Kentucky",249813891877.06036,57678827187.97464,0.23088718867708055
21011,"Bath County, Kentucky",344120036020.741,79456113884.13467,0.23089650577435614
21013,"Bell County, Kentucky",333228240930.194,76759777001.65762,0.2303519557267584
21015,"Boone County, Kentucky",184750406849.92535,42658576069.778564,0.2308984147700988
21017,"Bourbon County, Kentucky",349131892143.43665,80651901186.08961,0.23100697186653676
21019,"Boyd County, Kentucky",105528426626.2892,24351342749.002674,0.23075623817683524
21021,"Boyle County, Kentucky",256313580731.07,59181910173.317406,0.23089650577435614
21023,"Bracken County, Kentucky",437566949423.65,101032679664.26521,0.23089650577435614
21025,"Breathitt County, Kentucky",4578709104.39794,1057207933.1627159,0.23089650577435614
21027,"Breckinridge County, Kentucky",165184315955.84,38140481362.93068,0.23089650577435614
21029,"Bullitt County, Kentucky",316898581782.7275,73157265475.20105,0.23085387464863838
21031,"Butler County, Kentucky",631067305437.236,145711235733.89612,0.23089650577435614
21033,"Caldwell County, Kentucky",410433994011.5285,94774497499.02672,0.23091288460956438
21035,"Calloway County, Kentucky",249892147531.50388,57699398108.74487,0.23089720376856065
21037,"Campbell County, Kentucky",113107048185.924,26116022204.581577,0.23089650577435614
21039,"Carlisle County, Kentucky",620770690093.489,143333783229.72232,0.2308965057743561
21041,"Carroll County, Kentucky",790258597906.61,182467948914.77817,0.23089650577435614
21043,"Carter County, Kentucky",244091423824.06873,56292038022.56727,0.230618663862358
21045,"Casey County, Kentucky",518608970628.60645,119756988745.12096,0.23091962447152312
21047,"Christian County, Kentucky",403880901819.9944,93250837372.15121,0.23088696928212804
21049,"Clark County, Kentucky",327547942555.171,75629675409.56851,0.2308965057743561
21051,"Clay County, Kentucky",126567841762.1403,29201374923.65363,0.23071717520894405
21053,"Clinton County, Kentucky",734324897323.373,169522368155.04395,0.23085471944769395
21055,"Crittenden County, Kentucky",405910985320.418,93723428165.91049,0.23089650577435614
21057,"Cumberland County, Kentucky",294088043280.361,67903901583.45298,0.23089650577435614
21059,"Daviess County, Kentucky",248798452995.6666,57438385279.88165,0.23086311264516615
21061,"Edmonson County, Kentucky",0,0,0
21063,"Elliott County, Kentucky",0,0,0
21065,"Estill County, Kentucky",183299639909.86,42315954688.194405,0.23085672568153343
21067,"Fayette County, Kentucky",66291821334.020004,15305479303.115627,0.23088035590389
21069,"Fleming County, Kentucky",374103812057.417,86379263000.92403,0.23089650577435614
21071,"Floyd County, Kentucky",51670484041.1629,11738800709.7443,0.22718580883416292
21073,"Franklin County, Kentucky",268181371961.382,61922141699.65599,0.23089650577435614
21075,"Fulton County, Kentucky",791404744817.94,182732590231.7083,0.23089650577435614
21077,"Gallatin County, Kentucky",69186417736.7633,15974902102.463585,0.23089650577435614
21079,"Garrard County, Kentucky",174091526235.638,40197125092.73346,0.2308965057743561
21081,"Grant County, Kentucky",581871277159.674,134352044706.63063,0.23089650577435614
21083,"Graves County, Kentucky",385424675240.2043,88997556136.84663,0.23090778005165755
21085,"Grayson County, Kentucky",377569983003.711,87179589760.8399,0.23089650577435614
21087,"Green County, Kentucky",10291512952.2966,2376274379.816813,0.23089650577435614
21089,"Greenup County, Kentucky",181478338852.843,41902714314.85602,0.23089650577435614
21091,"Hancock County, Kentucky",1102634488245.12,254594450482.0936,0.23089650577435614
21093,"Hardin County, Kentucky",259734224233.517,59971724805.532166,0.2308965057743561
21095,"Harlan County, Kentucky",83423977928.22165,18457244616.604416,0.22124627804832214
21097,"Harrison County, Kentucky",461369227583.12,106528542520.7561,0.23089650577435616
21099,"Hart County, Kentucky",865851540974.56,199922095330.36768,0.23089650577435614
21101,"Henderson County, Kentucky",513529125225.6929,118553770170.23428,0.23086084965118703
21103,"Henry County, Kentucky",310417432852.497,71674300577.08739,0.23089650577435614
21105,"Hickman County, Kentucky",156335209145.929,36097253521.298164,0.23089650577435614
21107,"Hopkins County, Kentucky",173403471451.3043,39927735390.63039,0.2302591468120811
21109,"Jackson County, Kentucky",155330044326.523,35865164476.77001,0.2308965057743561
21111,"Jefferson County, Kentucky",167214681505.0159,38608369905.174385,0.23089102917088208
21113,"Jessamine County, Kentucky",181256639293.94144,41856775168.86175,0.23092547303044267
21115,"Johnson County, Kentucky",10096763011.93318,2313569361.7494254,0.2291397113129287
21117,"Kenton County, Kentucky",128354934776.514,29636705938.792473,0.23089650577435614
21119,"Knott County, Kentucky",9876528056.73338,2106320779.4462004,0.21326530612244898
21121,"Knox County, Kentucky",334479935343.3405,77213888765.04884,0.23084759534466398
21123,"Larue County, Kentucky",342195671240.261,79011784780.48659,0.2308965057743561
21125,"Laurel County, Kentucky",248937306031.49387,57448793236.36438,0.2307761506388936
21127,"Lawrence County, Kentucky",58364313453.9132,13476116038.427801,0.23089650577435614
21129,"Lee County, Kentucky",132865108268.40355,30561895555.591717,0.23002198209821198
21131,"Leslie County, Kentucky",5668620615.94667,1208920110.951892,0.213265306122449
21133,"Letcher County, Kentucky",68854259648.1877,15567265636.504162,0.22609008819563867
21135,"Lewis County, Kentucky",349238792472.706,80638016862.80333,0.23089650577435616
21137,"Lincoln County, Kentucky",156641975000.212,36168084685.143,0.2308965057743561
21139,"Livingston County, Kentucky",118417954533.9962,26445915667.80982,0.22332690825374418
21141,"Logan County, Kentucky",676644127708.6396,156243284732.99847,0.2309090973154447
21143,"Lyon County, Kentucky",0,0,0
21145,"McCracken County, Kentucky",88461001502.7486,20425336144.284718,0.23089650577435614
21147,"McCreary County, Kentucky",382281096096.93,88267369312.372,0.23089650577435614
21149,"McLean County, Kentucky",224143515011.35184,51796879293.54433,0.2310880120306896
21151,"Madison County, Kentucky",273492817622.43936,63141994052.79362,0.23087258598491614
21153,"Magoffin County, Kentucky",6933575335.73429,1478691066.4984353,0.21326530612244896
21155,"Marion County, Kentucky",771774087212.717,178199939984.60956,0.23089650577435614
21157,"Marshall County, Kentucky",380568897727.969,87872028691.78635,0.23089650577435614
21159,"Martin County, Kentucky",40530773231.8842,9358413915.57487,0.23089650577435614
21161,"Mason County, Kentucky",300867385847.314,69469228093.60977,0.2308965057743561
21163,"Meade County, Kentucky",122639211211.38263,28207612267.025677,0.23000484093465545
21165,"Menifee County, Kentucky",336738505297.196,77751744232.80206,0.23089650577435614
21167,"Mercer County, Kentucky",649071162612.794,149868263446.19302,0.23089650577435614
21169,"Metcalfe County, Kentucky",656733077741.421,151637372876.9327,0.23089650577435616
21171,"Monroe County, Kentucky",383252989701.078,88491776149.55421,0.23089650577435614
21173,"Montgomery County, Kentucky",605204527411.108,139739610658.04538,0.23089650577435614
21175,"Morgan County, Kentucky",232608673344.694,53708529888.09846,0.23089650577435614
21177,"Muhlenberg County, Kentucky",199169649030.2883,45825044885.72803,0.23008046210273375
21179,"Nelson County, Kentucky",552439003679.195,127556235602.99278,0.23089650577435614
21181,"Nicholas County, Kentucky",232475220290.566,53677716044.21539,0.23089650577435616
21183,"Ohio County, Kentucky",492047592410.721,113612069762.32008,0.23089650577435614
21185,"Oldham County, Kentucky",123503372989.65175,28526648383.692493,0.23097869874438748
21187,"Owen County, Kentucky",45952472693.7771,10610265376.684647,0.23089650577435614
21189,"Owsley County, Kentucky",0,0,0
21191,"Pendleton County, Kentucky",440584705345.737,101729468961.95496,0.23089650577435614
21193,"Perry County, Kentucky",42286101544.3732,9494281833.759136,0.2245248790266525
21195,"Pike County, Kentucky",73089108714.05594,16639900678.886492,0.22766594054370284
21197,"Powell County, Kentucky",211812025892.658,48906656659.60218,0.23089650577435616
21199,"Pulaski County, Kentucky",277284721356.4987,64019067290.668465,0.23087845221865144
21201,"Robertson County, Kentucky",0,0,0
21203,"Rockcastle County, Kentucky",98465937322.1657,22735440865.48482,0.23089650577435614
21205,"Rowan County, Kentucky",188766946790.903,43585628419.71332,0.23089650577435614
21207,"Russell County, Kentucky",388196874533.759,89633301882.37108,0.23089650577435614
21209,"Scott County, Kentucky",740310516017.794,170936185576.47348,0.23089795684107897
21211,"Shelby County, Kentucky",376605853630.34015,86963006347.4984,0.2309125190413463
21213,"Simpson County, Kentucky",547440912499.727,126402193814.112,0.23089650577435614
